,grid,taxon,domin,date,site,notes,
380,J55036048,Suaeda maritima,NA,21/08/2022,Little Minnis,,
381,J55036048,Salicornia sp.,NA,21/08/2022,Little Minnis,,
382,J55056047,Juncus gerardii,NA,21/08/2022,Little Minnis,,
383,J55056047,Glaux maritima,NA,21/08/2022,Little Minnis,,
384,J55056047,Aster tripolium,NA,21/08/2022,Little Minnis,,
385,J55056047,Atriplex prostrata agg.,NA,21/08/2022,Little Minnis,,
386,J55056047,Agrostis stolonifera,NA,21/08/2022,Little Minnis,,
387,J55056047,?Elytrigia atherica,NA,21/08/2022,Little Minnis,,
388,J55056047,Tripleurospermum maritimum,NA,21/08/2022,Little Minnis,,
389,J55116042,?Puccinellia maritima,NA,21/08/2022,Little Minnis,,
390,J55136032,Limonium humile,NA,21/08/2022,Little Minnis,,
391,J55136032,Suaeda maritima,NA,21/08/2022,Little Minnis,,
392,J55136032,Salicornia sp.,NA,21/08/2022,Little Minnis,,
393,J55136032,?Spergularia maritima,NA,21/08/2022,Little Minnis,,
394,J55076033,Jacobaea vulgaris,NA,21/08/2022,Little Minnis,,
395,J55016045,Sisymbrium officinale,NA,21/08/2022,Little Minnis,,
396,J5460,Cirsium vulgare,NA,03/04/2022,Roe,,
397,J5460,Plantago lanceolata,NA,03/04/2022,Roe,,
398,J5460,Rumex acetosa,NA,03/04/2022,Roe,,
399,J5460,Achillea millefolium,NA,03/04/2022,Roe,,
400,J5460,Trifolium repens,NA,03/04/2022,Roe,,
401,J5460,Ficaria verna,NA,03/04/2022,Roe,,
402,J5460,Urtica dioica,NA,03/04/2022,Roe,,
403,J5460,Cirsium arvense,NA,03/04/2022,Roe,,
404,J5460,Lotus corniculatus,NA,03/04/2022,Roe,,
405,J5460,Arum maculatum,NA,03/04/2022,Roe,,
406,J5460,Rubus fruticosus agg.,NA,03/04/2022,Roe,,
407,J5460,Veronica chamaedrys,NA,03/04/2022,Roe,,
408,J5460,Galium aparine,NA,03/04/2022,Roe,,
409,J5460,Sambucus nigra,NA,03/04/2022,Roe,,
410,J5460,Hedera helix,NA,03/04/2022,Roe,,
411,J5460,Potentilla anserina,NA,03/04/2022,Roe,,
412,J5460,Juncus effusus,NA,03/04/2022,Roe,,
413,J5460,Prunus spinosa,NA,03/04/2022,Roe,,
414,J5460,Conopodium majus,NA,03/04/2022,Roe,,
415,J5461,Rumex acetosa,NA,03/04/2022,Roe,,
416,J5461,Conopodium majus,NA,03/04/2022,Roe,,
417,J5461,Trifolium repens,NA,03/04/2022,Roe,,
418,J5461,Veronica chamaedrys,NA,03/04/2022,Roe,,
419,J5461,Plantago lanceolata,NA,03/04/2022,Roe,,
420,J5461,Achillea millefolium,NA,03/04/2022,Roe,,
421,J5461,Lotus corniculatus,NA,03/04/2022,Roe,,
422,J5461,Stellaria graminea,NA,03/04/2022,Roe,,
423,J5461,Vicia cracca,NA,03/04/2022,Roe,,
424,J5461,Cirsium vulgare,NA,03/04/2022,Roe,,
425,J542611,Stellaria media,NA,03/04/2022,Roe,,
426,J542611,Cochlearia danica,NA,03/04/2022,Roe,,
427,J542611,Sonchus asper,NA,03/04/2022,Roe,,
428,J542611,Juncus effusus,NA,03/04/2022,Roe,,
429,J542611,Lemna minor,NA,03/04/2022,Roe,,
430,J542611,Rumex obtusifolius,NA,03/04/2022,Roe,,
431,J542611,Heracleum sphondylium,NA,03/04/2022,Roe,,
432,J542611,Trifolium repens,NA,03/04/2022,Roe,,
433,J542611,Veronica chamaedrys,NA,03/04/2022,Roe,,
434,J542611,Cirsium arvense,NA,03/04/2022,Roe,,
435,J542611,Jacobaea vulgaris,NA,03/04/2022,Roe,,
436,J542611,Heracleum sphondylium,NA,03/04/2022,Roe,,
437,J542611,Hedera helix,NA,03/04/2022,Roe,,
438,J542611,Galium aparine,NA,03/04/2022,Roe,,
439,J542611,Prunus spinosa,NA,03/04/2022,Roe,,
440,J542611,Rubus fruticosus agg.,NA,03/04/2022,Roe,,
441,J542611,Urtica dioica,NA,03/04/2022,Roe,,
442,J542611,Sambucus nigra,NA,03/04/2022,Roe,,
443,J542611,Ficaria verna,NA,03/04/2022,Roe,,
444,J542611,Ranunculus repens,NA,03/04/2022,Roe,,
445,J542611,Holcus lanatus,NA,03/04/2022,Roe,,
446,J540610,Rumex acetosella,NA,03/04/2022,Roe,,
447,J540610,Achillea millefolium,NA,03/04/2022,Roe,,
448,J540610,Veronica chamaedrys,NA,03/04/2022,Roe,,
449,J540610,Galium verum,NA,03/04/2022,Roe,,
450,J540610,Stellaria graminea,NA,03/04/2022,Roe,,
451,J540610,Cardamine hirsuta,NA,03/04/2022,Roe,,
452,J540610,Plantago lanceolata,NA,03/04/2022,Roe,,
453,J540610,Trifolium repens,NA,03/04/2022,Roe,,
454,J540610,Hypochaeris radicata,NA,03/04/2022,Roe,,
455,J540610,Lotus corniculatus,NA,03/04/2022,Roe,,
456,J540610,Conopodium majus,NA,03/04/2022,Roe,,
457,J540610,Trifolium pratense,NA,03/04/2022,Roe,,
458,J543609,Rumex crispus,NA,03/04/2022,Roe,,
459,J543609,Iris pseudacorus,NA,03/04/2022,Roe,,
460,J543609,Urtica dioica,NA,03/04/2022,Roe,,
461,J543609,Cirsium vulgare,NA,03/04/2022,Roe,,
462,J543609,Centaurea nigra,NA,03/04/2022,Roe,,
463,J543609,Ficaria verna,NA,03/04/2022,Roe,,
464,J543609,Ranunculus repens,NA,03/04/2022,Roe,,
465,J543609,Potentilla anserina,NA,03/04/2022,Roe,,
466,J543609,Plantago lanceolata,NA,03/04/2022,Roe,,
467,J543609,Trifolium repens,NA,03/04/2022,Roe,,
468,J543609,Rumex obtusifolius,NA,03/04/2022,Roe,,
469,J542609,Beta vulgaris subsp. maritima,NA,03/04/2022,Roe,,
470,J542609,Tripleurospermum maritimum,NA,03/04/2022,Roe,,
471,J542609,Rumex crispus,NA,03/04/2022,Roe,,
472,J54086096,Achillea millefolium,NA,08/08/2022,Roe Island SW Shore,,
473,J54086096,Plantago lanceolata,NA,08/08/2022,Roe Island SW Shore,,
474,J54086096,Lolium perenne,NA,08/08/2022,Roe Island SW Shore,,
475,J54086096,Polygonum aviculare agg.,NA,08/08/2022,Roe Island SW Shore,,
476,J54086096,Beta vulgaris subsp. maritima,NA,08/08/2022,Roe Island SW Shore,,
477,J54086096,Rumex crispus,NA,08/08/2022,Roe Island SW Shore,,
478,J54086096,Tripleurospermum maritimum,NA,08/08/2022,Roe Island SW Shore,,
479,J54086096,Atriplex prostrata agg.,NA,08/08/2022,Roe Island SW Shore,,
480,J54086096,?Elytrigia atherica,NA,08/08/2022,Roe Island SW Shore,,
481,J54086096,Aster tripolium,NA,08/08/2022,Roe Island SW Shore,,
482,J54086096,Poa annua,NA,08/08/2022,Roe Island SW Shore,,
483,J54086096,?Elytrigia sp.,NA,08/08/2022,Roe Island SW Shore,,
484,J54086096,Agrostis capillaris,NA,08/08/2022,Roe Island SW Shore,,
485,J54086096,Dactylis glomerata,NA,08/08/2022,Roe Island SW Shore,,
486,J54086096,Holcus lanatus,NA,08/08/2022,Roe Island SW Shore,,
487,J54086096,Rumex acetosa,NA,08/08/2022,Roe Island SW Shore,,
488,J54086096,Jacobaea vulgaris,NA,08/08/2022,Roe Island SW Shore,,
489,J54086096,?yellow Asteraceae,NA,08/08/2022,Roe Island SW Shore,,
490,J54086096,Trifolium repens,NA,08/08/2022,Roe Island SW Shore,,
491,J54086096,Cirsium arvense,NA,08/08/2022,Roe Island SW Shore,,
492,J54086096,Trifolium pratense,NA,08/08/2022,Roe Island SW Shore,,
493,J54086096,Cerastium fontanum,NA,08/08/2022,Roe Island SW Shore,,
494,J54086096,?Festuca sp.,NA,08/08/2022,Roe Island SW Shore,,
495,J54046101,Lepidium heterophyllum,NA,08/08/2022,Roe Island W Slope,,
496,J54056101,Rumex acetosella,NA,08/08/2022,Roe Island W Slope,,
497,J54066107,Dactylis glomerata,7,08/08/2022,Roe Island NW Slope,,
498,J54066107,Festuca rubra,7,08/08/2022,Roe Island NW Slope,,
499,J54066107,Centaurea nigra,6,08/08/2022,Roe Island NW Slope,,
500,J54066107,Lotus corniculatus,5,08/08/2022,Roe Island NW Slope,,
501,J54066107,Agrostis capillaris,4,08/08/2022,Roe Island NW Slope,,
502,J54066107,Plantago lanceolata,4,08/08/2022,Roe Island NW Slope,,
503,J54066107,Euphrasia nemorosa,3,08/08/2022,Roe Island NW Slope,,
504,J54066107,Anthoxanthum odoratum,3,08/08/2022,Roe Island NW Slope,,
505,J54066107,Cynosurus cristatus,3,08/08/2022,Roe Island NW Slope,,
506,J54066107,Hypochaeris radicata,3,08/08/2022,Roe Island NW Slope,,
507,J54066107,Achillea millefolium,3,08/08/2022,Roe Island NW Slope,,
508,J54066107,Trifolium repens,3,08/08/2022,Roe Island NW Slope,,
509,J54066107,Holcus lanatus,3,08/08/2022,Roe Island NW Slope,,
510,J54066107,Trifolium pratense,2,08/08/2022,Roe Island NW Slope,,
511,J54066107,Cerastium fontanum,2,08/08/2022,Roe Island NW Slope,,
512,J54066107,Viola riviniana,2,08/08/2022,Roe Island NW Slope,,
513,J54066107,Stellaria graminea,1,08/08/2022,Roe Island NW Slope,,
514,J54066107,Veronica chamaedrys,1,08/08/2022,Roe Island NW Slope,,
515,J54066107,Lolium perenne,1,08/08/2022,Roe Island NW Slope,,
516,J54066107,Vicia cracca,1,08/08/2022,Roe Island NW Slope,,
517,J54066107,Rumex acetosa,1,08/08/2022,Roe Island NW Slope,,
518,J54066107,Cirsium arvense,1,08/08/2022,Roe Island NW Slope,,
519,J54066107,?Potentilla sp.,0,08/08/2022,Roe Island NW Slope,,
520,J54066107,Conopodium majus,NA,08/08/2022,Roe Island NW Slope,,
521,J54116103,Holcus lanatus,10,08/08/2022,Roe Island Central Grassland,,
522,J54116103,Achillea millefolium,8,08/08/2022,Roe Island Central Grassland,,
523,J54116103,Cirsium arvense,4,08/08/2022,Roe Island Central Grassland,,
524,J54116103,Arrhenatherum elatius,3,08/08/2022,Roe Island Central Grassland,,
525,J54116103,Rumex acetosa,2,08/08/2022,Roe Island Central Grassland,,
526,J54116103,Centaurea nigra,2,08/08/2022,Roe Island Central Grassland,,
527,J54116103,Heracleum sphondylium,2,08/08/2022,Roe Island Central Grassland,,
528,J54116103,Agrostis capillaris,2,08/08/2022,Roe Island Central Grassland,,
529,J54116103,Plantago lanceolata,2,08/08/2022,Roe Island Central Grassland,,
530,J54116103,Jacobaea vulgaris,1,08/08/2022,Roe Island Central Grassland,,
531,J54116103,?yellow Asteraceae,1,08/08/2022,Roe Island Central Grassland,,
532,J54256106,Lathyrus pratensis,NA,08/08/2022,Roe Island Central Wall,,
533,J54256106,Rumex acetosa,NA,08/08/2022,Roe Island Central Wall,,
534,J54256106,Achillea millefolium,NA,08/08/2022,Roe Island Central Wall,,
535,J54256106,Holcus lanatus,NA,08/08/2022,Roe Island Central Wall,,
536,J54256106,Lotus corniculatus,NA,08/08/2022,Roe Island Central Wall,,
537,J54256106,Plantago lanceolata,NA,08/08/2022,Roe Island Central Wall,,
538,J54256106,Dactylis glomerata,NA,08/08/2022,Roe Island Central Wall,,
539,J54256106,?Festuca sp.,NA,08/08/2022,Roe Island Central Wall,,
540,J54256106,Agrostis capillaris,NA,08/08/2022,Roe Island Central Wall,,
541,J54256106,Veronica chamaedrys,NA,08/08/2022,Roe Island Central Wall,,
542,J54256112,Sambucus nigra,9,08/08/2022,Roe Island Scrub,,
543,J54256112,Prunus spinosa,6,08/08/2022,Roe Island Scrub,,
544,J54256112,Rubus fruticosus agg.,NA,08/08/2022,Roe Island Scrub,,
545,J54256112,Urtica dioica,NA,08/08/2022,Roe Island Scrub,,
546,J54256112,Dryopteris sp.,NA,08/08/2022,Roe Island Scrub,,
547,J54256112,Hedera helix,NA,08/08/2022,Roe Island Scrub,,
548,J54256112,Ranunculus repens,NA,08/08/2022,Roe Island Scrub,,
549,J54256112,Vicia cracca,NA,08/08/2022,Roe Island Scrub,,
550,J54376109,?yellow Asteraceae,3,08/08/2022,Roe Island Saltmarsh,,
551,J54376109,Potentilla anserina,7,08/08/2022,Roe Island Saltmarsh,,
552,J54376109,Glaux maritima,7,08/08/2022,Roe Island Saltmarsh,,
553,J54376109,Agrostis stolonifera,2,08/08/2022,Roe Island Saltmarsh,,
554,J54376109,?Persicaria sp.,3,08/08/2022,Roe Island Saltmarsh,,
555,J54376109,Plantago maritima,3,08/08/2022,Roe Island Saltmarsh,,
556,J54376109,?Festuca sp.,9,08/08/2022,Roe Island Saltmarsh,,
557,J54376109,?Juncus acutiflorus agg.,1,08/08/2022,Roe Island Saltmarsh,,
558,J54376109,Juncus gerardii,1,08/08/2022,Roe Island Saltmarsh,,
559,J54376109,Aster tripolium,NA,08/08/2022,Roe Island Saltmarsh,,
560,J54376109,Atriplex prostrata agg.,NA,08/08/2022,Roe Island Saltmarsh,,
561,J54376109,Suaeda maritima,NA,08/08/2022,Roe Island Saltmarsh,,
562,J54376109,Salicornia sp.,NA,08/08/2022,Roe Island Saltmarsh,,
563,J54396108,Cochlearia officinalis,NA,08/08/2022,Roe Island Saltmarsh,,
564,J54396099,Rumex acetosella,NA,08/08/2022,Roe Island,,
565,J54396099,Achillea millefolium,NA,08/08/2022,Roe Island,,
566,J54446097,Agrostis capillaris,NA,08/08/2022,Roe Island E Drumlin,,
567,J54446097,Stellaria graminea,NA,08/08/2022,Roe Island E Drumlin,,
568,J54446097,Lotus corniculatus,NA,08/08/2022,Roe Island E Drumlin,,
569,J54446097,Rumex acetosa,NA,08/08/2022,Roe Island E Drumlin,,
570,J54446097,Galium verum,NA,08/08/2022,Roe Island E Drumlin,,
571,J54446097,Centaurea nigra,NA,08/08/2022,Roe Island E Drumlin,,
572,J54446097,Achillea millefolium,NA,08/08/2022,Roe Island E Drumlin,,
573,J54446097,Plantago lanceolata,NA,08/08/2022,Roe Island E Drumlin,,
574,J54446097,Holcus lanatus,NA,08/08/2022,Roe Island E Drumlin,,
575,J54446097,Heracleum sphondylium,NA,08/08/2022,Roe Island E Drumlin,,
576,J54446097,Arrhenatherum elatius,NA,08/08/2022,Roe Island E Drumlin,,
577,J54446097,Conopodium majus,NA,08/08/2022,Roe Island E Drumlin,,
578,J54446097,Trifolium repens,NA,08/08/2022,Roe Island E Drumlin,,
579,J54446097,Dactylis glomerata,NA,08/08/2022,Roe Island E Drumlin,,
580,J54446097,Cerastium fontanum,NA,08/08/2022,Roe Island E Drumlin,,
581,J54456096,Veronica chamaedrys,NA,08/08/2022,Roe Island E Drumlin,,
582,J54466095,Euphrasia nemorosa,NA,08/08/2022,Roe Island E Drumlin,,
583,J54406096,?Juncus acutiflorus agg.,NA,08/08/2022,Roe Island Large Iris Bed,,
584,J54406096,Iris pseudacorus,NA,08/08/2022,Roe Island Large Iris Bed,,
585,J54406096,Cirsium arvense,NA,08/08/2022,Roe Island Large Iris Bed,,
586,J54406096,Holcus lanatus,NA,08/08/2022,Roe Island Large Iris Bed,,
587,J54406096,Potentilla anserina,NA,08/08/2022,Roe Island Large Iris Bed,,
588,J54406096,Trifolium pratense,NA,08/08/2022,Roe Island Large Iris Bed,,
589,J54406096,Plantago lanceolata,NA,08/08/2022,Roe Island Large Iris Bed,,
590,J54406096,Achillea millefolium,NA,08/08/2022,Roe Island Large Iris Bed,,
591,J54406096,?Persicaria hydropiper - see RIMG1321?,NA,08/08/2022,Roe Island Large Iris Bed,,
592,J54406096,Cerastium fontanum,NA,08/08/2022,Roe Island Large Iris Bed,,
593,J54406096,Rumex acetosa,NA,08/08/2022,Roe Island Large Iris Bed,,
594,J54406096,Ranunculus repens,NA,08/08/2022,Roe Island Large Iris Bed,,
595,J54406096,Rumex obtusifolius,NA,08/08/2022,Roe Island Large Iris Bed,,
596,J54406096,?yellow Asteraceae,NA,08/08/2022,Roe Island Large Iris Bed,,
597,J54406096,Trifolium repens,NA,08/08/2022,Roe Island Large Iris Bed,,
598,J54406095,Epilobium sp.,NA,08/08/2022,Roe Island Large Iris Bed,,
599,J54406095,Odontites vernus,NA,08/08/2022,Roe Island Large Iris Bed,,
600,J54406095,Epilobium sp.,NA,08/08/2022,Roe Island Large Iris Bed,,
601,J54406093,Sonchus arvensis,NA,08/08/2022,Roe Island Large Iris Bed,,
602,J54406093,Cirsium vulgare,NA,08/08/2022,Roe Island Large Iris Bed,,
603,J54406093,Rumex crispus,NA,08/08/2022,Roe Island Large Iris Bed,,
604,J54406093,Tripleurospermum maritimum,NA,08/08/2022,Roe Island Large Iris Bed,,
605,J54406093,?Persicaria sp.,NA,08/08/2022,Roe Island Large Iris Bed,,
606,J54406092,Bolboschoenus maritimus,NA,08/08/2022,Roe Island Large Iris Bed,,
607,J54406092,Aster tripolium,NA,08/08/2022,Roe Island Large Iris Bed,,
608,J54396093,Oenanthe crocata,NA,08/08/2022,Roe Island Large Iris Bed,,
609,J54196110,Arum maculatum,NA,08/08/2022,Roe Island Building,,
610,J54206110,Galium aparine,NA,08/08/2022,Roe Island,,
611,J54206110,Crataegus monogyna,NA,08/08/2022,Roe Island,,
612,J54206110,Heracleum sphondylium,NA,08/08/2022,Roe Island,,
613,J54206110,Rubus fruticosus agg.,NA,08/08/2022,Roe Island,,
614,J54206110,Veronica chamaedrys,NA,08/08/2022,Roe Island,,
615,J54256114,Juncus gerardii,NA,08/08/2022,Roe Island,,
616,J54256114,Stellaria media,NA,08/08/2022,Roe Island,,
617,J54256114,Galium aparine,NA,08/08/2022,Roe Island,,
618,J54086108,?Potentilla sp.,NA,08/08/2022,Roe Island,,
619,J54086108,Euphrasia nemorosa,NA,08/08/2022,Roe Island,,
620,J54086108,Lotus corniculatus,NA,08/08/2022,Roe Island,,
621,J54196111,Sonchus oleraceus,NA,08/08/2022,Roe Island,,
622,J540610,Galium verum,NA,08/08/2022,Roe Island,,
623,J541610,Odontites vernus,NA,08/08/2022,Roe Island,,
624,J5460,Sonchus asper,NA,08/08/2022,Roe Island SE Shore,,
625,J54536099,Oenanthe crocata,NA,08/08/2022,Roe Island NE Iris Bed,,
626,J54536099,Iris pseudacorus,NA,08/08/2022,Roe Island NE Iris Bed,,
627,J544612,Spergularia media,NA,08/08/2022,Roe Island N Shore,,
628,J544612,Spartina anglica,NA,08/08/2022,Roe Island N Shore,,
629,J5461,Ficaria verna,NA,27/03/2022,Inisharoan,,
630,J5461,Heracleum sphondylium,NA,27/03/2022,Inisharoan,,
631,J5461,Centaurea nigra,NA,27/03/2022,Inisharoan,,
632,J5461,Achillea millefolium,NA,27/03/2022,Inisharoan,,
633,J5461,Rumex acetosa,NA,27/03/2022,Inisharoan,,
634,J5461,Rumex crispus,NA,27/03/2022,Inisharoan,,
635,J5461,Urtica dioica,NA,27/03/2022,Inisharoan,,
636,J5461,Rubus fruticosus agg.,NA,27/03/2022,Inisharoan,,
637,J5461,Cirsium vulgare,NA,27/03/2022,Inisharoan,,
638,J5461,Galium aparine,NA,27/03/2022,Inisharoan,,
639,J5461,Rumex obtusifolius,NA,27/03/2022,Inisharoan,,
640,J5461,Plantago lanceolata,NA,27/03/2022,Inisharoan,,
641,J5461,Jacobaea vulgaris,NA,27/03/2022,Inisharoan,,
642,J5461,Arum maculatum,NA,27/03/2022,Inisharoan,,
643,J5461,Hedera helix,NA,27/03/2022,Inisharoan,,
644,J5461,Potentilla anserina,NA,27/03/2022,Inisharoan,,
645,J5461,Trifolium repens,NA,27/03/2022,Inisharoan,,
646,J5461,Lotus corniculatus,NA,27/03/2022,Inisharoan,,
647,J5461,Tripleurospermum maritimum,NA,27/03/2022,Inisharoan,,
648,J5461,Aster tripolium,NA,27/03/2022,Inisharoan,,
649,J5461,Beta vulgaris subsp. maritima,NA,27/03/2022,Inisharoan,,
650,J543616,Prunus spinosa,NA,27/03/2022,Inisharoan,,
651,J543616,Sambucus nigra,NA,27/03/2022,Inisharoan,,
652,J543616,Urtica dioica,NA,27/03/2022,Inisharoan,,
653,J543616,Arum maculatum,NA,27/03/2022,Inisharoan,,
654,J543616,Cirsium vulgare,NA,27/03/2022,Inisharoan,,
655,J543616,Hedera helix,NA,27/03/2022,Inisharoan,,
656,J543616,Ranunculus repens,NA,27/03/2022,Inisharoan,,
657,J543616,Rumex acetosa,NA,27/03/2022,Inisharoan,,
658,J543616,Holcus lanatus,NA,27/03/2022,Inisharoan,,
659,J543616,Ficaria verna,NA,27/03/2022,Inisharoan,,
660,J543616,Heracleum sphondylium,NA,27/03/2022,Inisharoan,,
661,J543616,Stellaria graminea,NA,27/03/2022,Inisharoan,,
662,J543616,Crataegus monogyna,NA,27/03/2022,Inisharoan,,
663,J543616,Rubus fruticosus agg.,NA,27/03/2022,Inisharoan,,
664,J543616,Centaurea nigra,NA,27/03/2022,Inisharoan,,
665,J544615,Prunus spinosa,NA,27/03/2022,Inisharoan,,
666,J544615,Heracleum sphondylium,NA,27/03/2022,Inisharoan,,
667,J544615,Urtica dioica,NA,27/03/2022,Inisharoan,,
668,J544615,Galium aparine,NA,27/03/2022,Inisharoan,,
669,J544615,Glechoma hederacea,NA,27/03/2022,Inisharoan,,
670,J544615,Arum maculatum,NA,27/03/2022,Inisharoan,,
671,J544615,Hypericum androsaemum,NA,27/03/2022,Inisharoan,,
672,J544615,Ficaria verna,NA,27/03/2022,Inisharoan,,
673,J544615,Hedera helix,NA,27/03/2022,Inisharoan,,
674,J544615,Cirsium vulgare,NA,27/03/2022,Inisharoan,,
675,J543616,Lemna minor,NA,27/03/2022,Inisharoan,,
676,J543616,Callitriche agg.,NA,27/03/2022,Inisharoan,,
677,J54376150,Heracleum sphondylium,NA,10/08/2022,Inisharoan SW Shore,,
678,J54376150,Plantago lanceolata,NA,10/08/2022,Inisharoan SW Shore,,
679,J54376150,Achillea millefolium,NA,10/08/2022,Inisharoan SW Shore,,
680,J54376150,Arrhenatherum elatius,NA,10/08/2022,Inisharoan SW Shore,,
681,J54376150,Beta vulgaris subsp. maritima,NA,10/08/2022,Inisharoan SW Shore,,
682,J54376150,Rumex crispus,NA,10/08/2022,Inisharoan SW Shore,,
683,J54376150,Centaurea nigra,NA,10/08/2022,Inisharoan SW Shore,,
684,J54376150,Dactylis glomerata,NA,10/08/2022,Inisharoan SW Shore,,
685,J54376150,Polygonum aviculare agg.,NA,10/08/2022,Inisharoan SW Shore,,
686,J54376150,Lotus corniculatus,NA,10/08/2022,Inisharoan SW Shore,,
687,J54376150,Tripleurospermum maritimum,NA,10/08/2022,Inisharoan SW Shore,,
688,J54376150,Atriplex prostrata agg.,NA,10/08/2022,Inisharoan SW Shore,,
689,J54376150,Cirsium vulgare,NA,10/08/2022,Inisharoan SW Shore,,
690,J54376150,?yellow Asteraceae,NA,10/08/2022,Inisharoan SW Shore,,
691,J54376150,Jacobaea vulgaris,NA,10/08/2022,Inisharoan SW Shore,,
692,J54376150,Cerastium fontanum,NA,10/08/2022,Inisharoan SW Shore,,
693,J54406148,Sagina procumbens,NA,10/08/2022,Inisharoan S Point,,
694,J54406148,?Festuca sp.,NA,10/08/2022,Inisharoan S Point,,
695,J54406148,Beta vulgaris subsp. maritima,NA,10/08/2022,Inisharoan S Point,,
696,J54406148,Plantago lanceolata,NA,10/08/2022,Inisharoan S Point,,
697,J54406148,Tripleurospermum maritimum,NA,10/08/2022,Inisharoan S Point,,
698,J54406148,Potentilla anserina,NA,10/08/2022,Inisharoan S Point,,
699,J54406148,Rumex crispus,NA,10/08/2022,Inisharoan S Point,,
700,J54406148,Odontites vernus,NA,10/08/2022,Inisharoan S Point,,
701,J54406148,?Poa,NA,10/08/2022,Inisharoan S Point,,
702,J54406148,Polygonum aviculare agg.,NA,10/08/2022,Inisharoan S Point,,
703,J54416149,Matricaria discoidea,NA,10/08/2022,Inisharoan,,
704,J54416149,Anagallis arvensis,NA,10/08/2022,Inisharoan,,
705,J54416149,Tripleurospermum maritimum,NA,10/08/2022,Inisharoan,,
706,J54416149,Potentilla anserina,NA,10/08/2022,Inisharoan,,
707,J54416149,Gnaphalium uliginosum,NA,10/08/2022,Inisharoan,,
708,J54416149,?Poa,NA,10/08/2022,Inisharoan,,
709,J54416149,Sonchus asper,NA,10/08/2022,Inisharoan,,
710,J54416150,Cerastium fontanum,NA,10/08/2022,Inisharoan,,
711,J54416150,Sonchus asper,NA,10/08/2022,Inisharoan,,
712,J54416150,Veronica serpyllifolia,NA,10/08/2022,Inisharoan,,
713,J54416150,Odontites vernus,NA,10/08/2022,Inisharoan,,
714,J54416150,Vicia cracca,NA,10/08/2022,Inisharoan,,
715,J54416149,?Persicaria,NA,10/08/2022,Inisharoan,,
716,J54416149,Epilobium sp.,NA,10/08/2022,Inisharoan,,
717,J54396148,Geranium molle,NA,10/08/2022,Inisharoan,,
718,J54416150,Juncus effusus,NA,10/08/2022,Inisharoan,,
719,J54416150,Vicia cracca,NA,10/08/2022,Inisharoan,,
720,J54416150,Heracleum sphondylium,NA,10/08/2022,Inisharoan,,
721,J54416150,Cirsium vulgare,NA,10/08/2022,Inisharoan,,
722,J54416150,Veronica chamaedrys,NA,10/08/2022,Inisharoan,,
723,J54416150,Odontites vernus,NA,10/08/2022,Inisharoan,,
724,J54416150,Sonchus arvensis,NA,10/08/2022,Inisharoan,,
725,J54416150,Oenanthe crocata,NA,10/08/2022,Inisharoan,,
726,J54416150,Plantago lanceolata,NA,10/08/2022,Inisharoan,,
727,J54416150,Rumex crispus,NA,10/08/2022,Inisharoan,,
728,J54416150,Epilobium sp.,NA,10/08/2022,Inisharoan,,
729,J54416150,Potentilla anserina,NA,10/08/2022,Inisharoan,,
730,J54416150,Urtica dioica,NA,10/08/2022,Inisharoan,,
731,J54416150,Cirsium arvense,NA,10/08/2022,Inisharoan,,
732,J54416150,?Rumex sanguineus,NA,10/08/2022,Inisharoan,,
733,J54446155,Prunus spinosa,10,10/08/2022,Inisharoan Scrub,,
734,J54446155,Sambucus nigra,1,10/08/2022,Inisharoan Scrub,,
735,J54446155,Hypericum androsaemum,NA,10/08/2022,Inisharoan Scrub,,
736,J54446155,Arum maculatum,NA,10/08/2022,Inisharoan Scrub,,
737,J54436156,Glechoma hederacea,NA,10/08/2022,Inisharoan Scrub,,
738,J54436156,Galium aparine,NA,10/08/2022,Inisharoan Scrub,,
739,J54436156,Urtica dioica,NA,10/08/2022,Inisharoan Scrub,,
740,J54436156,Hedera helix,NA,10/08/2022,Inisharoan Scrub,,
741,J54436157,Rumex obtusifolius,NA,10/08/2022,Inisharoan,,
742,J54446160,Centaurea nigra,8,10/08/2022,Inisharoan,,
743,J54446160,Heracleum sphondylium,7,10/08/2022,Inisharoan,,
744,J54446160,Arrhenatherum elatius,9,10/08/2022,Inisharoan,,
745,J54446160,Achillea millefolium,1,10/08/2022,Inisharoan,,
746,J54446160,Rumex acetosa,2,10/08/2022,Inisharoan,,
747,J54446160,Jacobaea vulgaris,2,10/08/2022,Inisharoan,,
748,J54446160,Holcus lanatus,5,10/08/2022,Inisharoan,,
749,J54446160,Trifolium repens,3.5,10/08/2022,Inisharoan,,
750,J54436162,Lotus corniculatus,NA,10/08/2022,Inisharoan,,
751,J54416162,Juncus effusus,NA,10/08/2022,Inisharoan,,
752,J54416162,Oenanthe crocata,NA,10/08/2022,Inisharoan,,
753,J54416162,Odontites vernus,NA,10/08/2022,Inisharoan,,
754,J54416162,Lathyrus pratensis,NA,10/08/2022,Inisharoan,,
755,J54416162,Dactylis glomerata,NA,10/08/2022,Inisharoan,,
756,J54406164,Oenanthe crocata,9,10/08/2022,Inisharoan beside tree,,
757,J54406164,Cirsium arvense,5,10/08/2022,Inisharoan beside tree,,
758,J54406164,Juncus effusus,2,10/08/2022,Inisharoan beside tree,,
759,J54406164,Centaurea nigra,8,10/08/2022,Inisharoan beside tree,,
